PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,NBA_FANTASY_PTS,DD2,TD3,PLUS_MINUS
Olden Polynice,SAC,32,82,34,48,35.2,12.5,5.4,11.8,45.7,0.0,0.1,0.0,1.7,3.1,56.2,3.3,6.1,9.4,2.2,2.0,0.6,1.0,3.6,29.6,33.0,0.0,-2.4
Dennis Scott,ORL,28,66,38,28,32.8,12.5,4.5,11.3,39.8,2.2,5.7,39.4,1.2,1.5,79.2,0.6,2.5,3.1,2.1,1.2,1.1,0.3,2.1,22.4,0.0,0.0,1.7
Vinny Del Negro,SAS,30,72,16,56,31.2,12.3,5.1,10.8,46.7,0.6,1.9,31.4,1.6,1.8,86.8,0.5,2.4,2.9,3.2,1.3,0.8,0.1,1.8,22.1,0.0,0.0,-4.7
Voshon Lenard,MIA,24,73,53,20,28.9,12.3,4.3,9.4,45.9,2.5,6.1,41.4,1.2,1.4,81.9,0.5,2.5,3.0,2.2,1.5,0.7,0.2,2.3,20.5,0.0,0.0,4.6
Clar. Weatherspoon,PHI,26,82,22,60,36.0,12.2,4.9,9.9,49.1,0.0,0.1,16.7,2.5,3.4,73.8,2.7,5.6,8.3,1.7,1.7,0.9,1.0,2.3,28.9,22.0,0.0,-6.0
Nick Anderson,ORL,29,63,39,24,34.4,12.0,4.6,11.5,39.7,2.3,6.4,35.3,0.6,1.5,40.4,1.0,3.8,4.8,2.9,1.4,1.9,0.5,2.5,28.0,2.0,0.0,2.6
Jamal Mashburn,MIA,24,69,34,35,31.3,11.9,4.1,10.8,38.5,1.3,4.0,32.5,2.3,3.3,70.2,1.0,3.3,4.3,2.9,1.7,1.1,0.2,2.7,23.7,2.0,0.0,0.8
Mario Elie,HOU,33,78,54,24,34.5,11.7,3.7,7.5,49.7,1.5,3.7,42.0,2.7,3.0,89.6,0.8,2.2,3.0,4.0,1.7,1.2,0.2,2.6,23.5,2.0,0.0,4.4
Corliss Williamson,SAC,23,79,32,47,25.1,11.6,4.7,9.4,49.8,0.0,0.0,0.0,2.2,3.2,68.9,1.8,2.4,4.1,1.6,2.0,0.8,0.6,3.3,21.0,5.0,0.0,-2.1
Mark Price,GSW,33,70,26,44,26.8,11.3,3.8,8.4,44.7,1.6,4.0,39.6,2.2,2.4,90.6,0.5,2.0,2.6,4.9,2.3,1.0,0.0,1.4,22.4,2.0,0.0,-1.6
Kevin Willis,HOU,34,75,51,24,26.2,11.2,4.7,9.7,48.1,0.0,0.2,14.3,1.9,2.7,69.3,1.9,5.5,7.5,0.9,1.6,0.6,0.4,2.9,23.0,21.0,0.0,0.3
Ricky Pierce,CHH,37,60,31,29,20.9,11.0,4.0,8.3,48.1,0.7,1.6,44.2,2.3,2.6,89.7,0.6,1.4,2.0,1.3,1.1,0.5,0.2,1.6,16.1,0.0,0.0,-0.3
Sam Perkins,SEA,36,81,57,24,24.4,11.0,3.6,8.2,43.9,1.5,3.8,39.5,2.3,2.8,81.7,0.9,2.8,3.7,1.3,1.0,0.9,0.6,1.7,20.7,0.0,0.0,4.8
Billy Owens,SAC,28,66,26,40,30.2,11.0,4.5,9.7,46.7,0.4,1.1,34.7,1.5,2.2,69.7,2.0,3.9,5.9,2.8,2.0,0.9,0.4,2.8,24.3,9.0,0.0,-1.6
Jason Kidd,PHX,24,55,31,24,35.7,10.9,3.9,9.6,40.3,1.1,3.0,37.0,2.0,3.0,67.9,1.2,3.4,4.5,9.0,2.6,2.3,0.4,2.1,35.1,15.0,2.0,1.5
Darrick Martin,LAC,26,82,36,46,22.2,10.9,3.6,8.8,40.7,1.1,2.9,38.9,2.7,3.0,87.2,0.3,1.1,1.4,4.1,1.5,0.7,0.0,2.0,19.4,0.0,0.0,-1.3
Don MacLean,PHI,27,37,11,26,19.8,10.9,4.4,9.9,44.7,0.3,1.0,31.6,1.7,2.6,66.0,1.1,2.7,3.8,1.0,1.3,0.3,0.3,1.9,17.4,1.0,0.0,-1.6
Terry Mills,DET,29,79,52,27,25.3,10.8,3.9,8.9,44.4,2.2,5.3,42.2,0.7,0.9,82.9,0.9,3.9,4.8,1.3,1.1,0.4,0.3,2.0,19.7,3.0,0.0,6.0
Dan Majerle,MIA,31,36,27,9,35.1,10.8,3.9,9.6,40.6,1.9,5.6,33.8,1.1,1.6,67.8,1.3,3.3,4.5,3.2,1.4,1.5,0.4,2.1,25.3,1.0,0.0,3.4
Charles Oakley,NYK,33,80,55,25,35.9,10.8,4.2,8.7,48.8,0.1,0.2,26.3,2.3,2.8,80.8,3.1,6.7,9.8,2.8,2.1,1.4,0.3,3.8,29.5,29.0,0.0,1.3
Bryon Russell,UTA,26,81,63,18,31.3,10.8,3.7,7.7,47.9,1.3,3.3,40.9,2.1,3.0,70.1,1.0,3.1,4.1,1.5,1.2,1.6,0.3,2.9,22.6,3.0,0.0,8.4
Gary Trent,POR,22,82,49,33,23.4,10.8,4.4,8.2,53.6,0.0,0.1,0.0,2.0,2.8,69.9,1.9,3.3,5.2,1.1,1.6,0.6,0.4,2.3,20.1,6.0,0.0,0.9
Gheorghe Muresan,WAS,26,73,39,34,25.2,10.6,4.5,7.4,60.4,0.0,0.0,0.0,1.7,2.7,61.8,1.9,4.7,6.6,0.4,1.6,0.6,1.3,3.2,23.3,8.0,0.0,3.2
Danny Ferry,CLE,30,82,42,40,32.1,10.6,4.2,9.7,42.9,1.4,3.5,40.1,0.9,1.1,85.1,1.0,3.1,4.1,1.8,1.1,0.7,0.4,3.0,20.4,0.0,0.0,1.8
Erick Strickland,DAL,23,28,8,20,27.1,10.6,3.6,9.1,39.8,1.0,3.3,30.4,2.3,2.9,81.3,0.8,2.5,3.2,2.4,2.4,1.0,0.2,2.7,19.2,0.0,0.0,-2.5
Gerald Wilkins,ORL,33,80,44,36,27.6,10.6,4.0,9.5,42.6,0.8,2.5,32.5,1.7,2.4,71.6,0.7,1.4,2.2,2.2,1.5,0.7,0.2,1.8,17.4,0.0,0.0,-2.7
Calbert Cheaney,WAS,25,79,42,37,30.6,10.6,4.7,9.2,50.5,0.1,0.4,13.3,1.2,1.7,69.3,0.9,2.5,3.4,1.4,1.2,1.0,0.2,2.9,19.2,1.0,0.0,0.7
Avery Johnson,SAS,32,76,19,57,32.5,10.5,4.3,9.0,47.7,0.1,0.3,23.1,1.8,2.7,69.0,0.4,1.5,1.9,6.8,1.9,1.3,0.2,2.1,25.4,11.0,0.0,-4.9
Brian Grant,SAC,25,24,9,15,25.4,10.5,3.8,8.6,44.0,0.0,0.0,0.0,2.9,3.8,77.8,2.0,3.9,5.9,1.2,1.8,0.8,1.0,3.1,23.0,4.0,0.0,-4.0
Antonio Davis,IND,28,82,39,43,28.5,10.5,3.8,7.8,48.1,0.0,0.2,7.1,2.9,4.4,66.6,2.3,5.0,7.3,0.8,1.7,0.5,1.0,3.2,23.3,20.0,0.0,1.3
Dale Davis,IND,28,80,39,41,32.4,10.4,4.6,8.6,53.8,0.0,0.0,0.0,1.2,2.7,42.8,3.8,5.9,9.7,0.7,1.4,0.8,1.0,2.9,26.9,27.0,0.0,0.1
George McCloud,LAL,30,64,28,36,23.3,10.2,3.7,9.0,41.1,1.5,4.0,38.7,1.3,1.6,82.2,0.6,2.2,2.8,1.7,0.9,1.0,0.1,2.0,18.4,0.0,0.0,-1.2
Derek Harper,DAL,35,75,23,52,29.5,10.0,4.0,9.0,44.4,0.8,2.3,34.1,1.3,1.7,74.2,0.4,1.4,1.8,4.3,1.8,1.2,0.2,1.9,21.1,3.0,0.0,-3.9
Tracy Murray,WAS,25,82,44,38,22.2,10.0,3.5,8.3,42.5,1.3,3.7,35.3,1.6,2.0,83.9,1.0,2.1,3.1,1.0,1.0,0.9,0.2,1.8,17.3,1.0,0.0,1.1
Travis Best,IND,24,76,35,41,27.2,9.9,3.6,8.2,44.2,0.8,2.0,36.8,2.0,2.6,75.6,0.5,1.7,2.2,4.2,2.0,1.3,0.1,2.9,20.9,1.0,0.0,1.3
Mark Jackson,IND,32,82,31,51,37.2,9.9,3.5,8.3,42.6,0.8,2.2,37.1,2.0,2.6,78.9,1.1,3.7,4.8,11.4,3.3,1.2,0.1,2.0,33.4,34.0,4.0,-0.8
Carlos Rogers,TOR,26,56,17,39,24.9,9.8,3.8,7.2,52.5,0.4,1.2,37.9,1.8,3.0,60.0,2.1,3.3,5.4,0.7,0.9,0.8,1.2,2.5,22.3,4.0,0.0,-2.7
Sherman Douglas,MIL,30,79,33,46,29.3,9.7,3.9,7.7,50.2,0.5,1.4,33.3,1.4,2.2,66.7,0.7,1.7,2.4,5.4,1.9,1.0,0.1,2.4,22.1,2.0,0.0,-1.5
Ike Austin,MIA,27,82,61,21,22.9,9.7,3.9,7.8,50.2,0.0,0.0,0.0,1.8,2.8,66.4,1.7,4.2,5.8,1.2,2.0,0.5,0.5,3.0,19.8,11.0,0.0,1.4
Greg Minor,BOS,25,23,6,17,23.8,9.6,4.1,8.5,48.0,0.0,0.3,12.5,1.3,1.6,86.1,1.3,2.2,3.5,1.5,1.0,0.7,0.1,2.0,17.2,0.0,0.0,-0.7
Tyrone Corbin,ATL,34,70,49,21,33.0,9.5,3.6,8.6,42.2,1.1,3.0,35.6,1.2,1.5,79.6,1.1,3.1,4.2,1.8,1.2,1.3,0.1,2.5,20.2,1.0,0.0,6.0
P.J. Brown,MIA,27,80,59,21,32.4,9.5,3.8,8.2,45.7,0.0,0.0,0.0,2.0,2.8,73.2,3.0,5.4,8.4,1.2,1.4,1.1,1.2,3.5,26.7,23.0,0.0,4.3
Stanley Roberts,LAC,27,18,7,11,21.0,9.5,3.5,8.2,42.6,0.0,0.0,0.0,2.5,3.6,70.3,1.3,3.7,5.1,0.5,1.3,0.4,1.3,3.2,20.2,1.0,0.0,2.1
Greg Anthony,VAN,29,65,9,56,28.6,9.5,3.1,7.8,39.3,1.4,3.7,37.0,2.0,2.7,73.0,0.4,2.4,2.8,6.3,2.0,2.0,0.1,1.9,26.5,5.0,0.0,-4.8
Matt Maloney,HOU,25,82,57,25,29.1,9.4,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,2.0,3.7,1.5,1.0,0.0,1.5,18.8,2.0,0.0,4.0
Sam Mitchell,MIN,33,82,40,42,25.0,9.3,3.3,7.4,44.6,0.0,0.3,16.0,2.7,3.6,75.9,1.4,2.6,4.0,1.0,1.1,0.6,0.2,2.8,17.0,2.0,0.0,-2.4
Chris Childs,NYK,29,65,42,23,31.9,9.3,3.2,7.8,41.4,1.1,2.8,38.7,1.7,2.3,75.8,0.3,2.6,2.9,6.1,2.8,1.2,0.2,3.3,23.4,4.0,1.0,2.5
Mark Bryant,PHX,32,41,19,22,24.8,9.3,3.7,6.7,55.3,0.0,0.0,0.0,1.9,2.6,70.4,1.6,3.5,5.2,1.1,1.1,0.5,0.1,3.3,18.0,1.0,0.0,1.3
Bob Sura,CLE,24,82,42,40,27.7,9.2,3.1,7.2,43.1,0.6,2.0,32.3,2.4,3.9,61.4,0.9,2.8,3.8,4.8,2.2,1.1,0.4,2.7,23.2,5.0,0.0,0.1
Luc Longley,CHI,28,59,49,10,25.0,9.1,3.7,8.2,45.6,0.0,0.0,0.0,1.6,2.0,79.2,2.1,3.6,5.6,2.4,1.9,0.4,1.1,3.2,22.1,2.0,0.0,5.0
Monty Williams,SAS,25,65,17,48,20.7,9.0,3.6,7.1,50.9,0.0,0.0,0.0,1.8,2.9,64.5,1.5,1.7,3.2,1.4,1.8,0.8,0.8,2.5,18.1,1.0,0.0,-2.4
Matt Geiger,CHH,27,49,34,15,21.3,8.9,3.5,7.1,48.9,0.1,0.4,30.0,1.8,2.6,70.1,2.0,3.2,5.3,0.8,1.4,0.4,0.6,3.1,17.9,4.0,0.0,0.2
Johnny Newman,MIL,33,82,33,49,25.1,8.7,3.0,6.7,45.0,0.4,1.2,34.7,2.3,3.0,76.5,0.8,1.5,2.3,1.4,1.4,0.9,0.2,3.1,15.5,0.0,0.0,-0.1
Will Perdue,SAS,31,65,16,49,29.5,8.7,3.6,6.3,56.8,0.0,0.0,0.0,1.5,2.6,57.9,3.9,6.0,9.8,0.6,1.3,0.5,1.6,2.8,26.2,14.0,0.0,-2.8
Armen Gilliam,MIL,33,80,33,47,25.7,8.6,3.1,6.5,47.1,0.0,0.0,0.0,2.5,3.2,76.8,1.7,4.5,6.2,0.7,1.3,0.8,0.5,2.6,19.6,12.0,0.0,-1.7
Derek Strong,ORL,29,82,45,37,24.5,8.5,3.2,7.1,44.7,0.0,0.2,0.0,2.1,2.7,80.3,2.1,4.2,6.3,0.9,1.2,0.6,0.2,2.4,18.7,7.0,0.0,-0.3
Mark Davis,PHI,24,75,20,55,22.8,8.5,3.3,7.1,46.9,0.3,1.2,25.8,1.5,2.2,67.3,1.8,2.5,4.3,1.8,1.6,1.1,0.4,3.1,19.5,4.0,0.0,-3.8
George Lynch,VAN,26,41,8,33,25.8,8.3,3.3,7.1,47.1,0.2,0.8,25.8,1.5,2.4,61.9,2.4,4.0,6.4,1.9,1.6,1.5,0.4,2.4,23.1,5.0,0.0,-4.4
James Robinson,MIN,26,69,33,36,19.0,8.3,2.8,7.0,40.7,1.5,3.9,38.2,1.1,1.7,68.4,0.3,1.3,1.6,1.8,1.0,0.4,0.1,1.8,13.6,0.0,0.0,-1.0
Terry Cummings,SEA,36,45,31,14,18.3,8.2,3.4,7.1,48.6,0.1,0.1,60.0,1.3,1.8,69.5,1.6,2.5,4.1,0.9,1.0,0.7,0.2,2.5,16.1,0.0,0.0,0.8
Khalid Reeves,DAL,24,63,19,44,22.7,8.2,2.9,7.5,39.1,1.3,3.6,36.6,1.0,1.4,74.7,0.5,1.3,1.9,3.6,1.7,0.5,0.1,2.5,16.2,3.0,0.0,-4.0
Eddie Johnson,HOU,38,52,32,20,17.5,8.2,3.1,7.0,44.2,0.9,2.5,37.4,1.1,1.3,80.9,0.5,2.1,2.7,1.0,0.9,0.3,0.0,1.6,12.9,1.0,0.0,1.5
Steve Kerr,CHI,31,82,69,13,22.7,8.1,3.0,5.7,53.3,1.3,2.9,46.4,0.7,0.8,80.6,0.4,1.2,1.6,2.1,0.5,0.8,0.0,1.2,15.2,0.0,0.0,4.9
Muggsy Bogues,CHH,32,65,46,19,28.9,8.0,3.1,6.8,46.0,0.9,2.2,41.7,0.8,1.0,84.4,0.4,1.8,2.2,7.2,1.7,1.3,0.0,1.8,23.7,9.0,0.0,3.0
Derrick McKey,IND,30,50,24,26,28.9,8.0,3.0,7.6,39.1,0.3,1.2,25.9,1.8,2.5,72.4,1.6,3.2,4.8,2.7,1.7,0.9,0.6,2.8,20.8,2.0,0.0,-0.3
Dean Garrett,MIN,30,68,30,38,24.5,8.0,3.3,5.7,57.3,0.0,0.0,0.0,1.4,2.0,69.6,2.2,5.1,7.3,0.6,0.5,0.6,1.4,2.3,23.0,14.0,0.0,0.5
Carl Herrera,SAS,30,75,17,58,24.4,8.0,3.4,7.9,43.3,0.0,0.1,33.3,1.1,1.6,68.6,1.6,3.0,4.5,0.7,1.3,0.8,0.7,2.9,17.7,4.0,0.0,-4.4
Hot Rod Williams,PHX,34,68,40,28,31.4,8.0,3.0,6.1,49.0,0.0,0.0,0.0,2.0,2.9,67.2,2.6,5.6,8.3,1.5,1.0,1.0,1.3,2.6,25.9,13.0,0.0,1.7
B.J. Armstrong,GSW,29,49,19,30,20.8,7.9,3.0,6.7,45.3,0.5,1.8,27.8,1.4,1.6,86.1,0.1,1.3,1.5,2.6,1.1,0.5,0.0,1.1,14.2,0.0,0.0,-3.0
Blue Edwards,VAN,31,61,9,52,23.5,7.8,3.0,7.5,39.7,0.4,1.5,28.1,1.5,1.8,81.7,0.8,2.3,3.1,1.9,1.3,0.6,0.3,2.2,15.9,0.0,0.0,-5.1
Robert Horry,LAL,26,54,25,29,25.8,7.8,2.9,6.7,43.6,0.9,2.9,31.8,1.1,1.7,66.7,1.3,3.1,4.4,2.0,1.3,1.2,1.0,2.8,21.5,2.0,0.0,1.7
Doug West,MIN,30,68,31,37,28.3,7.8,3.3,7.1,46.7,0.2,0.7,33.3,0.9,1.4,68.1,0.5,1.6,2.2,1.7,1.0,0.9,0.4,3.2,15.7,0.0,0.0,-2.2
Reggie Slater,TOR,26,26,8,18,15.6,7.8,3.2,5.7,55.0,0.0,0.1,0.0,1.5,2.9,52.0,1.5,2.1,3.7,0.8,1.1,0.3,0.2,1.3,14.0,2.0,0.0,0.1
Popeye Jones,TOR,27,79,30,49,30.7,7.8,3.3,6.8,48.0,0.0,0.2,7.7,1.3,1.5,81.8,3.4,5.2,8.6,1.1,1.5,0.7,0.5,3.4,22.0,21.0,0.0,-1.3
Marty Conlon,BOS,29,74,13,61,21.8,7.8,2.9,6.1,47.1,0.0,0.1,20.0,1.9,2.3,84.2,1.7,2.6,4.4,1.4,1.5,0.6,0.2,2.1,16.2,5.0,0.0,-3.2
Bo Outlaw,LAC,26,82,36,46,26.8,7.6,3.1,5.1,60.9,0.0,0.1,0.0,1.4,2.8,50.4,2.1,3.4,5.5,1.9,1.3,1.1,1.7,2.8,24.5,5.0,0.0,2.0
Dee Brown,BOS,28,21,4,17,24.9,7.6,2.9,7.9,36.7,1.0,3.1,30.8,0.9,1.0,81.8,0.4,1.9,2.3,3.2,1.1,1.5,0.3,2.1,19.4,0.0,0.0,-3.1
Kobe Bryant,LAL,18,71,48,23,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,1.6,0.7,0.3,1.4,13.2,0.0,0.0,0.8
Brent Barry,LAC,25,59,24,35,18.6,7.5,2.6,6.4,40.9,0.9,2.9,32.4,1.3,1.6,81.7,0.5,1.4,1.9,2.6,1.3,0.9,0.3,1.5,15.7,1.0,0.0,1.7
Lamond Murray,LAC,24,74,31,43,17.5,7.4,2.4,5.9,41.6,0.4,1.2,34.1,2.1,2.9,73.9,1.1,2.0,3.1,0.8,1.2,0.7,0.4,1.5,14.5,2.0,0.0,0.0
Antoine Carr,UTA,35,82,64,18,17.8,7.4,3.1,6.4,48.3,0.0,0.0,0.0,1.2,1.5,78.0,0.7,1.6,2.4,0.9,0.9,0.3,0.8,2.6,13.8,0.0,0.0,1.1
Jason Caffey,CHI,24,75,62,13,18.8,7.3,2.7,5.1,53.2,0.0,0.0,0.0,1.9,2.8,65.9,1.8,2.2,4.0,1.2,1.3,0.3,0.1,2.0,14.0,3.0,0.0,2.7
Jalen Rose,IND,24,66,31,35,18.0,7.3,2.6,5.7,45.6,0.3,1.1,29.2,1.8,2.4,75.0,0.4,1.4,1.8,2.3,1.6,0.9,0.3,2.1,14.8,0.0,0.0,0.3
Lorenzen Wright,LAC,21,77,35,42,25.2,7.3,3.1,6.4,48.1,0.0,0.1,25.0,1.1,2.0,57.9,2.7,3.4,6.1,0.6,1.0,0.6,0.8,2.7,18.8,12.0,0.0,-2.2
Donyell Marshall,GSW,24,61,19,42,16.8,7.3,2.9,6.9,41.3,0.6,1.8,31.5,1.0,1.6,62.2,1.5,3.0,4.5,0.9,0.9,0.4,0.8,1.6,16.6,3.0,0.0,-2.9
Greg Ostertag,UTA,24,77,60,17,23.6,7.3,2.7,5.3,51.5,0.0,0.1,0.0,1.8,2.7,67.8,2.3,5.0,7.3,0.4,1.0,0.3,2.0,3.0,22.5,13.0,0.0,7.3
Cory Alexander,SAS,24,80,20,60,18.1,7.2,2.4,6.1,39.6,1.2,3.2,37.3,1.2,1.6,73.6,0.4,1.2,1.5,3.2,1.8,1.0,0.2,1.9,15.7,4.0,0.0,-3.7
A.C. Green,DAL,33,83,23,60,30.1,7.2,2.8,5.8,48.3,0.0,0.2,5.0,1.5,2.4,65.0,2.7,5.2,7.9,0.8,0.9,0.8,0.2,1.7,20.1,16.0,0.0,-4.2
Tony Massenburg,NJN,29,79,26,53,24.7,7.2,2.8,5.7,48.5,0.0,0.0,0.0,1.6,2.6,63.1,2.8,3.7,6.5,0.3,1.2,0.5,0.6,2.7,17.7,11.0,0.0,-3.3
Brian Shaw,ORL,31,77,41,36,24.3,7.2,2.5,6.7,36.6,0.8,2.5,32.5,1.4,1.8,79.3,0.6,1.9,2.5,4.1,2.2,0.9,0.3,2.6,17.8,2.0,0.0,-4.5
Ervin Johnson,DEN,29,82,21,61,31.7,7.1,3.0,5.7,52.0,0.0,0.0,0.0,1.2,1.9,61.5,2.8,8.3,11.1,0.9,1.4,0.8,2.8,3.5,31.0,17.0,0.0,-3.8
Bison Dele,CHI,28,9,6,3,15.3,7.0,2.9,7.0,41.3,0.0,0.0,0.0,1.2,1.7,73.3,1.6,2.1,3.7,1.3,1.2,0.3,0.6,2.2,14.8,0.0,0.0,-0.4
Tyus Edney,SAC,24,70,31,39,19.7,6.9,2.1,5.6,38.4,0.1,0.6,19.0,2.5,3.1,82.3,0.5,1.1,1.6,3.2,1.6,0.9,0.0,1.4,14.8,1.0,0.0,-1.0
Terry Porter,MIN,34,82,40,42,19.2,6.9,2.3,5.5,41.6,0.8,2.4,33.5,1.5,2.0,76.5,0.4,1.8,2.1,3.6,1.6,0.7,0.1,1.3,15.7,4.0,0.0,0.6
Elliot Perry,MIL,28,82,33,49,19.5,6.9,2.6,5.6,47.4,0.6,1.7,35.8,1.0,1.3,74.5,0.3,1.2,1.5,3.0,1.4,1.2,0.0,1.4,15.6,0.0,0.0,-0.4
Sarunas Marciulionis,DEN,33,17,5,12,15.1,6.8,2.2,5.9,37.6,0.6,1.8,36.7,1.7,2.1,80.6,0.7,1.1,1.8,1.5,2.4,0.7,0.1,2.2,11.1,0.0,0.0,-2.2
Rex Walters,PHI,27,59,18,41,17.7,6.8,2.5,5.5,45.5,1.0,2.5,38.5,0.8,1.1,79.0,0.4,1.5,1.8,1.9,1.0,0.5,0.1,1.3,12.4,1.0,0.0,-3.2
Jerome Kersey,LAL,35,70,48,22,25.2,6.8,2.8,6.4,43.2,0.2,0.9,26.2,1.0,1.7,60.2,1.6,3.6,5.2,1.3,1.1,1.7,0.7,3.1,21.1,4.0,0.0,2.3
Henry James,ATL,31,53,39,14,17.9,6.7,2.4,5.8,41.0,1.4,3.4,42.2,0.6,0.7,83.3,0.5,1.0,1.5,0.4,0.5,0.2,0.0,1.8,9.3,0.0,0.0,0.6
Lawrence Moten,VAN,25,67,11,56,18.2,6.7,2.6,6.6,38.8,0.6,2.1,29.1,1.0,1.5,64.6,0.6,1.1,1.8,1.9,1.2,0.7,0.4,1.2,13.7,0.0,0.0,-3.4
Byron Scott,LAL,36,79,54,25,18.2,6.7,2.1,4.8,43.0,0.9,2.4,38.8,1.6,1.9,84.1,0.3,1.2,1.5,1.3,0.7,0.6,0.2,0.9,12.0,0.0,0.0,2.5
Brooks Thompson,DEN,26,67,18,49,15.8,6.6,2.4,6.1,39.9,1.4,3.6,39.8,0.4,0.6,63.2,0.3,1.2,1.4,2.7,1.3,0.8,0.0,1.9,13.6,1.0,0.0,-1.7
Alan Henderson,ATL,24,30,20,10,16.6,6.6,2.6,5.4,47.5,0.0,0.0,0.0,1.5,2.5,60.0,1.6,2.3,3.9,0.8,1.0,0.7,0.2,2.4,14.2,2.0,0.0,-2.7
Roy Rogers,VAN,23,82,14,68,22.6,6.6,3.0,5.9,50.5,0.0,0.0,100,0.7,1.1,57.4,1.7,3.0,4.7,0.6,1.0,0.3,2.0,2.6,18.8,2.0,0.0,-6.0
Michael Smith,SAC,25,81,34,47,31.1,6.6,2.5,4.6,53.9,0.0,0.0,0.0,1.6,3.2,49.6,3.2,6.3,9.5,2.4,1.6,1.0,0.7,3.1,25.2,12.0,0.0,-1.1
Wayman Tisdale,PHX,33,53,25,28,14.7,6.5,3.0,7.0,42.6,0.0,0.0,0.0,0.6,0.9,62.5,0.7,1.6,2.3,0.4,0.7,0.2,0.4,2.1,10.8,0.0,0.0,-1.3
Sharone Wright,TOR,24,60,23,37,16.8,6.5,2.7,6.7,40.0,0.0,0.0,0.0,1.1,2.2,51.1,1.3,1.8,3.1,0.5,1.6,0.3,0.8,2.4,12.6,2.0,0.0,-3.2
Zan Tabak,TOR,27,13,6,7,16.7,6.5,2.5,5.5,45.1,0.0,0.0,0.0,1.5,2.2,69.0,1.5,2.2,3.8,1.1,1.6,0.5,0.8,2.7,14.9,0.0,0.0,-3.4
Anthony Goldwire,DEN,25,60,22,38,19.9,6.5,2.2,5.5,39.7,1.1,2.6,41.8,1.0,1.3,78.2,0.2,1.2,1.4,3.7,1.3,0.6,0.0,1.7,14.1,3.0,0.0,-1.2
Terry Dehere,LAC,25,73,30,43,14.4,6.4,2.0,5.2,38.6,0.7,2.2,32.5,1.7,2.0,82.4,0.2,1.1,1.3,2.2,1.3,0.4,0.0,1.9,11.2,0.0,0.0,0.3
